SimTime,X,Y,Z,qw,qx,qy,qz,Vx,Vy,Vz,Lat,Lon,Alt
156.348,-0.019759275019168854,0.02905471809208393,0.04972222447395325,0.6956562995910645,-0.003748058807104826,-0.004706074018031359,0.7183496356010437,-0.009053417481482029,0.04907742887735367,-0.02338305115699768,,,
156.38,-0.019295070320367813,0.027841083705425262,0.049455199390649796,0.6956667304039001,-0.0037409737706184387,-0.004721227567642927,0.7183393836021423,-0.008666932582855225,0.04884893447160721,-0.023511063307523727,39.4786947,-0.3346174,4.0920000076293945
156.412,-0.018897056579589844,0.02691524848341942,0.049141738563776016,0.6956666707992554,-0.0037642198149114847,-0.004713919013738632,0.7183393836021423,-0.008609186857938766,0.04890553280711174,-0.023734094575047493,39.4786947,-0.3346174,4.0920000076293945
156.452,-0.018497025594115257,0.02608845755457878,0.048696763813495636,0.6956573724746704,-0.003782212035730481,-0.004731896333396435,0.7183483242988586,-0.008762339130043983,0.04760287329554558,-0.023159869015216827,39.4786947,-0.3346174,4.0920000076293945
156.484,-0.01824430748820305,0.025663599371910095,0.048314452171325684,0.6956539750099182,-0.00380665622651577,-0.00472528301179409,0.7183514833450317,-0.008607462979853153,0.04781975969672203,-0.022700078785419464,39.4786947,-0.3346174,4.093000411987305
156.516,-0.018031181767582893,0.02544824406504631,0.04792163148522377,0.6956548094749451,-0.0038129687309265137,-0.0047124526463449,0.7183507084846497,-0.008204478770494461,0.04801246523857117,-0.022317981347441673,39.4786947,-0.3346175,4.093000411987305
156.548,-0.01785179041326046,0.025423144921660423,0.0475110299885273,0.695652961730957,-0.0038391975685954094,-0.0046777729876339436,0.7183526158332825,-0.008251858875155449,0.04831983149051666,-0.021881509572267532,39.4786947,-0.3346175,4.094000339508057
156.58,-0.0177154503762722,0.025571759790182114,0.04708537459373474,0.695662260055542,-0.0038443326484411955,-0.004683905281126499,0.7183434367179871,-0.008542275987565517,0.04831208288669586,-0.02148810401558876,39.4786947,-0.3346175,4.094000339508057
156.612,-0.017615577206015587,0.025875557214021683,0.046643029898405075,0.6956745386123657,-0.0038077940698713064,-0.004657355137169361,0.7183318734169006,-0.008805044926702976,0.04872022196650505,-0.02133321762084961,39.4786947,-0.3346174,4.094000339508057
156.652,-0.017550120130181313,0.026467319577932358,0.04607076197862625,0.6956979632377625,-0.0037849033251404762,-0.004634522367268801,0.7183094620704651,-0.009404289536178112,0.049179669469594955,-0.020910168066620827,39.4786947,-0.3346174,4.095000267028809
156.684,-0.017565181478857994,0.027101479470729828,0.0455988310277462,0.6956930160522461,-0.003769004950299859,-0.004629347939044237,0.7183144688606262,-0.009968376718461514,0.04959281533956528,-0.020977290347218513,39.4786947,-0.3346174,4.095000267028809
156.716,-0.017620913684368134,0.027857275679707527,0.045108214020729065,0.695698618888855,-0.003762492910027504,-0.004656224977225065,0.7183089256286621,-0.010870843194425106,0.04992329329252243,-0.020811012014746666,39.4786947,-0.3346174,4.0960001945495605
156.748,-0.01739579625427723,0.027212100103497505,0.04449976980686188,0.6957108974456787,-0.003780219005420804,-0.004671014379709959,0.7182967662811279,-0.011417481116950512,0.04934771731495857,-0.0207488015294075,39.4786947,-0.3346174,4.0960001945495605
156.78,-0.017123965546488762,0.02630440518260002,0.04386594891548157,0.6957123875617981,-0.0037799784913659096,-0.00468794908374548,0.7182953357696533,-0.011140374466776848,0.04897264018654823,-0.020446520298719406,39.4786947,-0.3346174,4.0970001220703125
156.812,-0.016911758109927177,0.025657083839178085,0.043232325464487076,0.6957092881202698,-0.0037747127935290337,-0.004654634278267622,0.7182984948158264,-0.011045470833778381,0.049138393253088,-0.020458832383155823,39.4786947,-0.3346174,4.0980000495910645
156.852,-0.016715889796614647,0.025167791172862053,0.04245057702064514,0.6957240700721741,-0.003794839372858405,-0.00461444491520524,0.7182843685150146,-0.0108060073107481,0.04894440621137619,-0.01993120089173317,39.4786947,-0.3346175,4.098999977111816
156.884,-0.016611257568001747,0.025006163865327835,0.041831210255622864,0.6957260966300964,-0.0038294955156743526,-0.0045917280949652195,0.7182822823524475,-0.011300611309707165,0.04933320730924606,-0.020030749961733818,39.4786947,-0.3346175,4.098999977111816
