SimTime,X,Y,Z,qw,qx,qy,qz,Vx,Vy,Vz,Lat,Lon,Alt
153.052,0.008297314867377281,0.018106354400515556,0.02786213345825672,0.6933791041374207,-0.0029588870238512754,-0.004737006966024637,0.7205514311790466,0.016736488789319992,0.02930450066924095,-0.01779315620660782,,,
153.092,0.008581692352890968,0.018877817317843437,0.02715791016817093,0.693396806716919,-0.002941396087408066,-0.004755861591547728,0.7205342650413513,0.01659879833459854,0.03048943541944027,-0.017568308860063553,39.4786949,-0.3346175,4.0420002937316895
153.124,0.00854689721018076,0.019092479720711708,0.026475416496396065,0.6933960318565369,-0.0029355918522924185,-0.004750363528728485,0.7205350995063782,0.01642506942152977,0.031195567920804024,-0.017364077270030975,39.4786949,-0.3346175,4.0420002937316895
153.156,0.007761551067233086,0.018055105581879616,0.025422314181923866,0.6933810114860535,-0.0029336106963455677,-0.004744562786072493,0.7205496430397034,0.01579922065138817,0.03027326427400112,-0.017560303211212158,39.4786949,-0.3346175,4.043000221252441
153.188,0.007078610826283693,0.017177078872919083,0.024418242275714874,0.6933794617652893,-0.0029301897156983614,-0.004748506471514702,0.720551073551178,0.015276760794222355,0.029773497954010963,-0.017649659886956215,39.4786949,-0.3346175,4.044000148773193
153.22,0.006506153382360935,0.016455654054880142,0.023473864421248436,0.6933547854423523,-0.002927203895524144,-0.00475525064393878,0.7205747961997986,0.015504054725170135,0.02961289882659912,-0.017017588019371033,39.4786949,-0.33461759999999996,4.045000076293945
153.252,0.006022045388817787,0.015887264162302017,0.022611791267991066,0.6933560371398926,-0.002936465432867408,-0.004742184653878212,0.7205735445022583,0.014735203236341476,0.030079839751124382,-0.016354693099856377,39.4786949,-0.33461759999999996,4.046000003814697
153.292,0.0055146715603768826,0.015364370308816433,0.021625874564051628,0.6933310031890869,-0.0029390098061412573,-0.004738118965178728,0.7205976843833923,0.014440551400184631,0.03031880408525467,-0.015923773869872093,39.4786949,-0.33461759999999996,4.047000408172607
153.324,0.0051881116814911366,0.015081435441970825,0.020794374868273735,0.6933135986328125,-0.0029423879459500313,-0.004710267763584852,0.7206146717071533,0.014398310333490372,0.03033876232802868,-0.016075007617473602,39.4786949,-0.33461759999999996,4.048000335693359
153.356,0.004936676938086748,0.01492216344922781,0.020017879083752632,0.6932828426361084,-0.0029279289301484823,-0.004703466780483723,0.7206443548202515,0.014744999818503857,0.030855122953653336,-0.015553484670817852,39.4786949,-0.33461759999999996,4.048000335693359
153.388,0.004745692014694214,0.01486937515437603,0.019294532015919685,0.6932665705680847,-0.0029279221780598164,-0.004693956580013037,0.7206600904464722,0.014375075697898865,0.030607355758547783,-0.015553805977106094,39.4786949,-0.33461759999999996,4.049000263214111
153.42,0.004601120948791504,0.014904956333339214,0.018606849014759064,0.6932399272918701,-0.0029045490082353354,-0.004714427515864372,0.7206856608390808,0.0148265166208148,0.030908238142728806,-0.015405683778226376,39.4786949,-0.33461759999999996,4.050000190734863
