Time,Lat,Lon,Alt,Roll,Pitch,Yaw,Vx,Vy,Vz
1727361572.913966,39.478842199999995,-0.33453269999999996,2.5410001277923584,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.915859,39.4788423,-0.33453269999999996,2.561000108718872,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9195707,39.4788423,-0.33453269999999996,2.5920000076293945,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9217708,39.4788423,-0.33453269999999996,2.6130001544952393,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9234385,39.4788423,-0.33453269999999996,2.6430001258850098,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9252722,39.4788423,-0.33453269999999996,2.6640000343322754,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.929068,39.4788423,-0.33453269999999996,2.695000171661377,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9331806,39.4788423,-0.33453259999999996,2.7150001525878906,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9363904,39.4788423,-0.33453259999999996,2.746000051498413,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9390004,39.4788423,-0.33453259999999996,2.767000198364258,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.941844,39.4788423,-0.33453259999999996,2.7980000972747803,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9438906,39.4788423,-0.33453259999999996,2.818000078201294,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9464333,39.4788424,-0.33453259999999996,2.8490002155303955,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9480922,39.4788424,-0.33453259999999996,2.870000123977661,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9530466,39.4788424,-0.33453259999999996,2.9010000228881836,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9553342,39.4788424,-0.33453259999999996,2.9220001697540283,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9599338,39.4788424,-0.33453259999999996,2.953000068664551,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9668095,39.4788424,-0.33453259999999996,2.9740002155303955,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9698699,39.4788424,-0.33453259999999996,3.00600004196167,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9735074,39.4788424,-0.3345325,3.0270001888275146,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9773266,39.4788424,-0.3345325,3.059000253677368,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9834425,39.4788424,-0.3345325,3.0810000896453857,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9872515,39.4788424,-0.3345325,3.1130001544952393,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.989841,39.4788424,-0.3345325,3.134000062942505,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.992724,39.4788424,-0.3345325,3.1660001277923584,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9958386,39.4788425,-0.3345325,3.187000036239624,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361572.9995492,39.4788425,-0.3345325,3.2190001010894775,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0010626,39.4788425,-0.3345325,3.241000175476074,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0029404,39.4788425,-0.3345325,3.2730002403259277,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0050404,39.4788425,-0.3345325,3.2940001487731934,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.007164,39.4788425,-0.3345325,3.326000213623047,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0091228,39.4788425,-0.3345325,3.3480000495910645,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.012566,39.4788425,-0.3345325,3.380000114440918,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.015192,39.4788425,-0.3345325,3.4010002613067627,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0206048,39.4788425,-0.3345324,3.434000253677368,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0223057,39.4788425,-0.3345324,3.455000162124634,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0240448,39.4788425,-0.3345324,3.4870002269744873,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.028491,39.4788425,-0.3345324,3.509000062942505,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0325382,39.4788425,-0.3345324,3.5420000553131104,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0360045,39.4788425,-0.3345324,3.564000129699707,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0390017,39.4788426,-0.3345324,3.5970001220703125,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0409458,39.4788426,-0.3345324,3.619000196456909,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0433106,39.4788426,-0.3345324,3.6520001888275146,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0461812,39.4788426,-0.3345324,3.6740002632141113,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.047712,39.4788426,-0.3345324,3.707000255584717,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0501652,39.4788426,-0.3345324,3.7290000915527344,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0534043,39.4788426,-0.3345324,3.76200008392334,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0556388,39.4788426,-0.3345323,3.7840001583099365,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0603738,39.4788426,-0.3345323,3.817000150680542,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0621982,39.4788426,-0.3345323,3.8390002250671387,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0664027,39.4788426,-0.3345323,3.872000217437744,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0697708,39.4788426,-0.3345323,3.894000291824341,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0733306,39.4788426,-0.3345323,3.9270002841949463,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0768855,39.4788427,-0.3345323,3.950000286102295,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0795352,39.4788427,-0.3345323,3.9830002784729004,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0816846,39.4788427,-0.3345323,4.005000114440918,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0842454,39.4788427,-0.3345323,4.038000106811523,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0862463,39.4788427,-0.3345322,4.060000419616699,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.0887775,39.4788427,-0.3345322,4.094000339508057,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.092504,39.4788427,-0.3345322,4.117000102996826,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.1950653,39.4788427,-0.3345322,4.151000022888184,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.1973357,39.4788427,-0.3345322,4.174000263214111,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.198981,39.4788427,-0.3345322,4.209000110626221,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2020347,39.478842799999995,-0.3345322,4.2310004234313965,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.204537,39.478842799999995,-0.3345322,4.265000343322754,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2064345,39.478842799999995,-0.3345322,4.288000106811523,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2083805,39.478842799999995,-0.3345322,4.322000026702881,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2102838,39.478842799999995,-0.3345322,4.345000267028809,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2122505,39.478842799999995,-0.3345322,4.379000186920166,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2136426,39.478842799999995,-0.3345322,4.402000427246094,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.215146,39.478842799999995,-0.3345322,4.436000347137451,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2169266,39.478842799999995,-0.3345322,4.459000110626221,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2191706,39.478842799999995,-0.3345322,4.493000030517578,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2231019,39.478842799999995,-0.3345322,4.515000343322754,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.228119,39.4788429,-0.3345322,4.549000263214111,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2299776,39.4788429,-0.3345322,4.572000026702881,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2335544,39.4788429,-0.3345322,4.6060004234313965,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2361581,39.4788429,-0.3345322,4.629000186920166,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2379754,39.4788429,-0.3345322,4.663000106811523,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2405374,39.4788429,-0.3345322,4.687000274658203,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2441688,39.4788429,-0.3345322,4.7210001945495605,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.248683,39.4788429,-0.3345322,4.744000434875488,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2510443,39.478843,-0.3345322,4.779000282287598,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.252934,39.478843,-0.3345322,4.802000045776367,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.255263,39.478843,-0.3345322,4.836000442504883,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2578175,39.478843,-0.3345322,4.859000205993652,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.259535,39.478843,-0.3345322,4.894000053405762,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2615426,39.478843,-0.3345322,4.9170002937316895,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2636154,39.478843,-0.3345322,4.951000213623047,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2659876,39.4788431,-0.3345322,4.974000453948975,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2707944,39.4788431,-0.3345322,5.009000301361084,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2755837,39.4788431,-0.3345322,5.0320000648498535,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2816353,39.4788431,-0.3345322,5.066000461578369,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2849264,39.4788431,-0.3345321,5.089000225067139,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2876053,39.4788431,-0.3345321,5.124000072479248,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2904708,39.4788431,-0.3345321,5.147000312805176,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.292042,39.4788431,-0.3345321,5.182000160217285,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.2965991,39.4788431,-0.3345321,5.205000400543213,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.300698,39.4788431,-0.3345321,5.241000175476074,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.3058257,39.4788431,-0.3345321,5.264000415802002,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.308528,39.4788432,-0.3345321,5.300000190734863,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.310481,39.4788432,-0.3345321,5.324000358581543,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.3122954,39.4788432,-0.3345321,5.360000133514404,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.313649,39.4788432,-0.3345321,5.383000373840332,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.3156304,39.4788432,-0.3345322,5.419000148773193,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.3191173,39.4788432,-0.3345322,5.443000316619873,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.3211753,39.4788432,-0.3345322,5.478000164031982,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.324494,39.4788432,-0.3345322,5.502000331878662,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.3276005,39.4788432,-0.3345322,5.5370001792907715,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.331241,39.4788432,-0.3345321,5.561000347137451,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.3341684,39.4788433,-0.3345321,5.5960001945495605,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.3374088,39.4788433,-0.3345321,5.619000434875488,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.3417273,39.4788433,-0.3345321,5.65500020980835,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
1727361573.342892,39.4788433,-0.3345321,5.678000450134277,0.6774453520774841,0.0019669809844344854,-0.010928980074822903,-0.004434080794453621,-0.03641806170344353,0.05182468891143799
