SimTime,Lat,Lon,Alt,qw,qx,qy,qz,Vx,Vy,Vz
137.296,39.4786411,-0.3463288,50.144,0.6914722,0.001468,-0.006107,0.7223758,-0.006,-0.038,-0.007
137.328,39.4786411,-0.3463288,50.144,0.6914883,0.0014856,-0.0061173,0.7223603,-0.006,-0.038,-0.006
137.36,39.4786411,-0.3463289,50.144,0.6914887,0.0014825,-0.0061155,0.7223599,-0.006,-0.038,-0.006
137.392,39.4786411,-0.3463289,50.144,0.6914902,0.001451,-0.0061094,0.7223586,-0.005,-0.038,-0.005
137.424,39.4786411,-0.3463288,50.144,0.6914701,0.0014696,-0.0061607,0.7223774,-0.005,-0.038,-0.006
137.464,39.4786411,-0.3463288,50.144,0.6914344,0.001489,-0.0061785,0.7224113,-0.005,-0.037,-0.005
137.496,39.4786411,-0.3463288,50.144,0.6914362,0.0015104,-0.0061942,0.7224094,-0.004,-0.036,-0.004
137.528,39.4786411,-0.3463288,50.144,0.691429,0.0015318,-0.0062375,0.7224159,-0.004,-0.036,-0.004
137.56,39.4786411,-0.3463288,50.144,0.6914341,0.0015474,-0.0062291,0.722411,-0.004,-0.036,-0.003
137.592,39.4786411,-0.3463288,50.144,0.6914101,0.0015637,-0.006258,0.7224337,-0.004,-0.036,-0.003
137.624,39.4786411,-0.3463288,50.144,0.6914176,0.0015547,-0.0062567,0.7224267,-0.005,-0.037,-0.002
137.664,39.4786411,-0.3463288,50.144,0.6913929,0.0015915,-0.0062588,0.7224502,-0.005,-0.036,-0.002
137.696,39.4786411,-0.3463288,50.144,0.6913818,0.0016031,-0.0062708,0.7224606,-0.005,-0.036,-0.002
137.728,39.4786411,-0.3463288,50.144,0.6913803,0.0016037,-0.0062768,0.7224621,-0.005,-0.036,-0.002
137.76,39.4786411,-0.3463288,50.144,0.6913757,0.0015859,-0.0062506,0.7224667,-0.004,-0.035,-0.002
137.792,39.4786411,-0.3463288,50.144,0.6913778,0.0015791,-0.0062594,0.7224646,-0.004,-0.035,-0.003
137.824,39.4786411,-0.3463288,50.144,0.6913784,0.0016878,-0.0061319,0.7224649,-0.005,-0.034,-0.006
137.864,39.4786411,-0.3463288,50.145,0.6913445,0.0022221,-0.0055817,0.7225004,-0.008,-0.033,-0.016
137.896,39.4786411,-0.3463288,50.145,0.6913463,0.0030742,-0.0046455,0.7225022,-0.01,-0.033,-0.025
137.928,39.4786411,-0.3463288,50.146,0.6913384,0.0041588,-0.00319,0.7225122,-0.013,-0.035,-0.036
137.96,39.4786411,-0.3463288,50.148,0.691275,0.0051469,-0.0011277,0.7225726,-0.016,-0.036,-0.049
137.992,39.4786411,-0.3463288,50.149,0.69124,0.0058577,0.001421,0.7226002,-0.021,-0.038,-0.065
138.024,39.4786411,-0.3463288,50.152,0.6912102,0.006266,0.0038433,0.7226164,-0.026,-0.04,-0.084
138.064,39.4786411,-0.3463288,50.156,0.6911732,0.006409,0.0060545,0.7226354,-0.035,-0.044,-0.11
138.096,39.4786411,-0.3463288,50.158,0.6911666,0.006205,0.007086,0.7226341,-0.041,-0.047,-0.134
138.128,39.4786411,-0.3463288,50.164,0.691162,0.0058578,0.0074389,0.7226379,-0.049,-0.052,-0.159
138.16,39.478640999999996,-0.3463288,50.171,0.6911458,0.0053845,0.0072017,0.7226595,-0.056,-0.056,-0.186
138.192,39.478640999999996,-0.3463288,50.174,0.6911334,0.0049184,0.0063728,0.7226824,-0.063,-0.06,-0.214
138.224,39.478640999999996,-0.3463288,50.182,0.6911252,0.0044239,0.0051448,0.7227033,-0.069,-0.064,-0.242
138.264,39.478640999999996,-0.3463288,50.191,0.6910937,0.00388,0.0032994,0.7227473,-0.075,-0.067,-0.279
138.296,39.478640999999996,-0.3463288,50.198,0.69107,0.0035094,0.0017342,0.7227773,-0.078,-0.07,-0.309
138.328,39.478640999999996,-0.3463288,50.21,0.691053,0.0032658,0.0002761,0.7227966,-0.082,-0.072,-0.339
138.36,39.478640999999996,-0.3463289,50.223,0.6910402,0.0030213,-0.0010632,0.7228093,-0.084,-0.073,-0.369
138.392,39.478640999999996,-0.3463289,50.229,0.6910405,0.0028521,-0.0022584,0.7228069,-0.086,-0.074,-0.399
138.424,39.478640899999995,-0.3463289,50.245,0.6910239,0.0026527,-0.0033169,0.7228194,-0.087,-0.075,-0.429
138.464,39.478640899999995,-0.3463289,50.263,0.6910065,0.0024219,-0.0043538,0.7228314,-0.088,-0.075,-0.468
138.496,39.478640899999995,-0.3463289,50.274,0.6909912,0.0022663,-0.0050185,0.7228423,-0.088,-0.075,-0.497
138.528,39.478640899999995,-0.346329,50.294,0.6909807,0.0021009,-0.0055766,0.7228487,-0.088,-0.075,-0.527
138.56,39.478640899999995,-0.346329,50.315,0.6909816,0.0019475,-0.0060974,0.7228441,-0.087,-0.075,-0.556
138.592,39.4786408,-0.346329,50.324,0.6909841,0.0018288,-0.0065552,0.722838,-0.086,-0.073,-0.586
138.624,39.4786408,-0.346329,50.345,0.6909981,0.0017894,-0.0070112,0.7228205,-0.085,-0.071,-0.614
138.664,39.4786408,-0.346329,50.369,0.6910496,0.0017308,-0.0074222,0.7227671,-0.083,-0.069,-0.642
138.696,39.4786408,-0.346329,50.384,0.6910928,0.0015641,-0.0077058,0.7227234,-0.081,-0.067,-0.659
138.728,39.4786407,-0.346329,50.409,0.691139,0.0013618,-0.0079578,0.7226767,-0.08,-0.066,-0.67
138.76,39.4786407,-0.346329,50.435,0.691175,0.0011465,-0.0081675,0.7226404,-0.078,-0.064,-0.677
138.792,39.4786407,-0.346329,50.445,0.6912037,0.0009072,-0.0083295,0.7226114,-0.076,-0.063,-0.684
138.824,39.4786407,-0.346329,50.472,0.6912422,0.0006962,-0.0084746,0.7225732,-0.073,-0.062,-0.692
138.864,39.4786406,-0.346329,50.499,0.6912578,0.0004697,-0.0086577,0.7225562,-0.07,-0.061,-0.703
138.896,39.4786406,-0.346329,50.516,0.6912585,0.0003168,-0.0088,0.722554,-0.068,-0.06,-0.713
138.928,39.4786406,-0.346329,50.544,0.6912606,0.0002233,-0.0089849,0.7225497,-0.065,-0.059,-0.723
138.96,39.4786406,-0.3463291,50.573,0.6912584,0.0001332,-0.0091892,0.7225493,-0.062,-0.059,-0.733
138.992,39.4786406,-0.3463291,50.584,0.6912665,8.93e-05,-0.0093925,0.7225389,-0.06,-0.058,-0.744
139.024,39.4786406,-0.3463291,50.612,0.6912747,8.47e-05,-0.0095745,0.7225286,-0.057,-0.057,-0.754
139.064,39.4786405,-0.3463291,50.641,0.6912767,0.000142,-0.0098478,0.7225231,-0.053,-0.055,-0.767
139.096,39.4786405,-0.3463291,50.658,0.6912844,0.0001651,-0.0101043,0.7225122,-0.051,-0.053,-0.779
139.128,39.4786405,-0.3463291,50.688,0.6912935,0.0001634,-0.0103113,0.7225005,-0.047,-0.052,-0.79
139.16,39.4786405,-0.3463291,50.719,0.6913057,0.0001958,-0.0104542,0.7224869,-0.045,-0.051,-0.801
139.192,39.4786405,-0.3463291,50.732,0.691294,0.0001818,-0.0105701,0.7224963,-0.042,-0.049,-0.813
139.224,39.4786405,-0.3463291,50.764,0.6913276,0.0001752,-0.0106617,0.7224628,-0.039,-0.048,-0.824
139.264,39.478640399999996,-0.3463291,50.796,0.6913261,0.000151,-0.0106657,0.7224642,-0.035,-0.046,-0.838
139.296,39.478640399999996,-0.3463291,50.816,0.6913252,0.0001279,-0.0106734,0.7224649,-0.032,-0.045,-0.848
139.328,39.478640399999996,-0.3463292,50.85,0.6913235,0.0001496,-0.0106998,0.7224662,-0.029,-0.043,-0.86
139.36,39.478640399999996,-0.3463292,50.884,0.691334,0.0001614,-0.0107114,0.7224559,-0.026,-0.043,-0.87
139.392,39.478640399999996,-0.3463292,50.898,0.6913369,0.0001644,-0.0107079,0.7224532,-0.022,-0.041,-0.879
139.424,39.478640399999996,-0.3463292,50.931,0.6913558,0.0002163,-0.0107088,0.7224351,-0.02,-0.04,-0.888
139.464,39.478640399999996,-0.3463292,50.966,0.691349,0.0003489,-0.0107344,0.7224412,-0.016,-0.038,-0.901
139.496,39.478640399999996,-0.3463292,50.987,0.691353,0.0004034,-0.0107431,0.7224371,-0.013,-0.038,-0.911
139.528,39.478640399999996,-0.3463292,51.023,0.6913369,0.0004738,-0.010788,0.7224519,-0.01,-0.036,-0.92
139.56,39.478640399999996,-0.3463293,51.059,0.6913272,0.0005479,-0.0108291,0.7224606,-0.008,-0.035,-0.93
139.592,39.478640299999995,-0.3463293,51.074,0.691321,0.0006632,-0.0108701,0.7224658,-0.006,-0.034,-0.939
139.624,39.478640299999995,-0.3463293,51.111,0.691304,0.0007773,-0.0109252,0.7224811,-0.003,-0.033,-0.948
139.664,39.478640299999995,-0.3463293,51.148,0.6912943,0.0009022,-0.0109663,0.7224896,-0.001,-0.03,-0.959
139.696,39.478640299999995,-0.3463293,51.171,0.6912706,0.0009757,-0.0109828,0.7225119,0.002,-0.029,-0.968
139.728,39.478640299999995,-0.3463293,51.21,0.6912762,0.0010214,-0.011038,0.7225056,0.004,-0.028,-0.977
139.76,39.478640299999995,-0.3463293,51.249,0.6912668,0.0010408,-0.0110511,0.7225143,0.006,-0.027,-0.986
139.792,39.478640299999995,-0.3463293,51.264,0.6912611,0.0011086,-0.011066,0.7225196,0.008,-0.026,-0.994
139.824,39.478640299999995,-0.3463293,51.302,0.6912585,0.0011881,-0.0110792,0.7225217,0.009,-0.025,-1.002
139.864,39.478640299999995,-0.3463294,51.341,0.6912724,0.0012925,-0.0110436,0.7225088,0.011,-0.023,-1.012
139.896,39.478640299999995,-0.3463294,51.364,0.6912864,0.0013443,-0.0110399,0.7224953,0.013,-0.021,-1.02
139.928,39.478640299999995,-0.3463294,51.404,0.6912905,0.0013442,-0.0110156,0.7224918,0.014,-0.02,-1.029
139.96,39.478640299999995,-0.3463294,51.444,0.6912953,0.0013851,-0.0110101,0.7224872,0.015,-0.019,-1.037
139.992,39.478640299999995,-0.3463294,51.46,0.6912764,0.0014186,-0.0110059,0.7225053,0.016,-0.018,-1.044
140.024,39.478640299999995,-0.3463294,51.501,0.6912676,0.0014578,-0.0110076,0.7225136,0.018,-0.017,-1.052
140.064,39.478640299999995,-0.3463294,51.542,0.6912488,0.0014965,-0.0110644,0.7225306,0.02,-0.015,-1.06
140.096,39.478640299999995,-0.3463294,51.568,0.6912446,0.0015172,-0.0111041,0.722534,0.021,-0.014,-1.068
140.128,39.478640299999995,-0.3463294,51.61,0.6912315,0.0015508,-0.0111502,0.7225458,0.022,-0.013,-1.075
140.16,39.478640299999995,-0.3463294,51.653,0.6912175,0.0016226,-0.0111419,0.7225591,0.024,-0.012,-1.083
140.192,39.478640299999995,-0.3463294,51.67,0.6912032,0.0016669,-0.0111001,0.7225734,0.025,-0.01,-1.089
140.224,39.478640299999995,-0.3463294,51.712,0.6911699,0.0017146,-0.0110612,0.7226056,0.026,-0.008,-1.096
140.264,39.478640299999995,-0.3463294,51.755,0.6911105,0.0017966,-0.0109904,0.7226634,0.028,-0.006,-1.104
140.296,39.478640299999995,-0.3463294,51.78,0.691069,0.0018248,-0.0108893,0.7227045,0.029,-0.005,-1.111
140.328,39.478640299999995,-0.3463294,51.824,0.6910408,0.0018182,-0.0107886,0.722733,0.031,-0.003,-1.117
140.36,39.478640299999995,-0.3463294,51.868,0.6909379,0.0018039,-0.0106439,0.7228336,0.032,-0.001,-1.124
140.392,39.478640299999995,-0.3463294,51.886,0.6908875,0.001765,-0.01046,0.7228846,0.033,0.0,-1.13
140.424,39.478640299999995,-0.3463294,51.93,0.6908585,0.0017013,-0.0102939,0.7229148,0.035,0.002,-1.136
140.464,39.478640299999995,-0.3463294,51.976,0.6909264,0.0015908,-0.0100879,0.7228529,0.036,0.003,-1.144
140.496,39.478640399999996,-0.3463294,52.003,0.6910001,0.0015685,-0.0099004,0.7227851,0.036,0.003,-1.15
140.528,39.478640399999996,-0.3463294,52.049,0.691089,0.0015627,-0.0097008,0.7227029,0.037,0.005,-1.156
140.56,39.478640399999996,-0.3463294,52.095,0.691179,0.001522,-0.0095935,0.7226183,0.039,0.005,-1.162
140.592,39.478640399999996,-0.3463294,52.113,0.6913089,0.001509,-0.0094943,0.7224955,0.039,0.007,-1.167
140.624,39.478640399999996,-0.3463294,52.159,0.6914555,0.0015645,-0.0093712,0.7223566,0.04,0.008,-1.173
140.664,39.478640399999996,-0.3463293,52.205,0.6916634,0.0016071,-0.0092303,0.7221593,0.04,0.009,-1.18
140.696,39.478640399999996,-0.3463293,52.233,0.6918104,0.0016425,-0.0091086,0.7220199,0.041,0.009,-1.186
140.728,39.478640399999996,-0.3463293,52.28,0.6919642,0.0016343,-0.0090263,0.7218735,0.042,0.01,-1.191
140.76,39.478640399999996,-0.3463293,52.328,0.6921094,0.0015881,-0.0089258,0.7217357,0.043,0.01,-1.196
140.792,39.478640399999996,-0.3463293,52.347,0.6922056,0.0015782,-0.0088073,0.7216449,0.043,0.011,-1.201
140.824,39.478640399999996,-0.3463293,52.395,0.6922733,0.0015954,-0.0086849,0.7215814,0.044,0.011,-1.206
140.864,39.478640399999996,-0.3463293,52.443,0.6923599,0.0016294,-0.0084666,0.7215008,0.044,0.01,-1.212
140.896,39.478640399999996,-0.3463293,52.472,0.6923788,0.001625,-0.0083798,0.7214838,0.044,0.01,-1.217
140.928,39.4786405,-0.3463293,52.521,0.6923887,0.0016479,-0.0083002,0.7214752,0.043,0.01,-1.221
140.96,39.4786405,-0.3463293,52.57,0.6923485,0.0016995,-0.0082439,0.7215141,0.044,0.01,-1.227
140.992,39.4786405,-0.3463292,52.59,0.692311,0.0017099,-0.0082399,0.7215502,0.044,0.01,-1.231
141.024,39.4786405,-0.3463292,52.639,0.6922699,0.0017378,-0.0082514,0.7215895,0.044,0.009,-1.236
141.064,39.4786405,-0.3463292,52.689,0.6922225,0.0018094,-0.0081823,0.7216356,0.043,0.01,-1.242
141.096,39.4786405,-0.3463292,52.719,0.6922141,0.0018617,-0.0081217,0.7216442,0.043,0.01,-1.246
141.128,39.4786405,-0.3463292,52.77,0.6921917,0.0018894,-0.0080507,0.7216664,0.044,0.009,-1.251
141.16,39.4786405,-0.3463292,52.82,0.6921429,0.0019036,-0.007968,0.7217141,0.044,0.009,-1.255
141.192,39.4786405,-0.3463292,52.841,0.6921349,0.0019249,-0.0079134,0.7217222,0.044,0.009,-1.259
141.224,39.4786405,-0.3463292,52.892,0.6921246,0.0019616,-0.0078479,0.7217328,0.043,0.008,-1.263
141.264,39.4786406,-0.3463292,52.943,0.6921195,0.0020303,-0.007783,0.7217382,0.043,0.007,-1.268
141.296,39.4786406,-0.3463292,52.974,0.6921005,0.0020844,-0.0077289,0.7217569,0.043,0.007,-1.273
141.328,39.4786406,-0.3463292,53.025,0.6920998,0.0021463,-0.0077311,0.7217573,0.043,0.007,-1.276
141.36,39.4786406,-0.3463292,53.077,0.6921276,0.0022344,-0.0077523,0.7217301,0.042,0.007,-1.28
141.392,39.4786406,-0.3463292,53.098,0.6921153,0.0023016,-0.0077786,0.7217414,0.042,0.007,-1.284
141.424,39.4786406,-0.3463292,53.15,0.6921213,0.0023998,-0.0077391,0.7217358,0.042,0.007,-1.288
141.464,39.4786406,-0.3463292,53.203,0.6921425,0.0025379,-0.0076935,0.7217155,0.042,0.007,-1.293
141.496,39.4786406,-0.3463292,53.235,0.692145,0.0026341,-0.0076353,0.7217133,0.041,0.006,-1.297
141.528,39.4786406,-0.3463291,53.287,0.692134,0.0026434,-0.0075548,0.7217247,0.041,0.005,-1.301
141.56,39.4786407,-0.3463291,53.34,0.692136,0.0026408,-0.0074996,0.7217233,0.04,0.005,-1.304
141.592,39.4786407,-0.3463291,53.361,0.6921335,0.00263,-0.0074255,0.7217266,0.039,0.004,-1.307
141.624,39.4786407,-0.3463291,53.414,0.692135,0.0026319,-0.0073754,0.7217256,0.039,0.004,-1.31
141.664,39.4786407,-0.3463291,53.468,0.6921418,0.0026787,-0.0073551,0.7217191,0.038,0.003,-1.315
141.696,39.4786407,-0.3463291,53.5,0.6921388,0.002726,-0.0073503,0.7217219,0.038,0.003,-1.318
141.728,39.4786407,-0.3463291,53.553,0.6921206,0.0027894,-0.0073125,0.7217395,0.037,0.002,-1.321
141.76,39.4786407,-0.3463291,53.607,0.6921115,0.0028261,-0.0072891,0.7217483,0.037,0.002,-1.325
141.792,39.4786407,-0.3463291,53.629,0.6921126,0.002879,-0.0072553,0.7217475,0.036,0.001,-1.328
141.824,39.4786407,-0.3463291,53.683,0.6921083,0.0029226,-0.0072401,0.7217515,0.036,0.001,-1.331
141.864,39.4786407,-0.3463291,53.737,0.6920949,0.0030279,-0.00728,0.7217634,0.035,0.001,-1.334
141.896,39.4786408,-0.3463291,53.769,0.6920875,0.0030679,-0.0072764,0.7217705,0.034,-0.0,-1.337
141.928,39.4786408,-0.3463291,53.824,0.6920849,0.0031047,-0.0072815,0.7217728,0.034,-0.0,-1.34
141.96,39.4786408,-0.3463291,53.878,0.6920869,0.0031565,-0.0073046,0.7217704,0.034,-0.001,-1.342
141.992,39.4786408,-0.3463291,53.9,0.6920831,0.0032723,-0.0073001,0.7217736,0.033,-0.001,-1.345
142.024,39.4786408,-0.3463291,53.955,0.6920641,0.0033809,-0.0073075,0.7217911,0.032,-0.001,-1.347
142.064,39.4786408,-0.3463291,54.009,0.6920499,0.0034601,-0.0073127,0.7218044,0.031,-0.002,-1.349
142.096,39.4786408,-0.3463291,54.042,0.6920453,0.0034568,-0.0073307,0.7218086,0.03,-0.002,-1.353
142.128,39.4786408,-0.3463291,54.097,0.6920509,0.0034803,-0.007367,0.7218028,0.03,-0.002,-1.356
142.16,39.4786408,-0.3463291,54.152,0.6920688,0.0035182,-0.0073937,0.7217851,0.03,-0.002,-1.358
142.192,39.4786408,-0.3463291,54.175,0.6920821,0.0035596,-0.0073839,0.7217723,0.029,-0.002,-1.361
142.224,39.4786408,-0.3463291,54.23,0.6920843,0.0036253,-0.007346,0.7217702,0.029,-0.002,-1.364
142.264,39.4786408,-0.3463291,54.286,0.692079,0.0037093,-0.0073479,0.7217748,0.028,-0.002,-1.367
142.296,39.4786408,-0.3463291,54.32,0.6920743,0.0037125,-0.007346,0.7217793,0.027,-0.002,-1.37
142.328,39.4786408,-0.346329,54.376,0.6920813,0.0036852,-0.0073338,0.721773,0.026,-0.002,-1.372
142.36,39.4786408,-0.346329,54.432,0.6920751,0.0036319,-0.0073275,0.7217792,0.025,-0.002,-1.375
142.392,39.4786408,-0.346329,54.454,0.6920952,0.0035484,-0.0072832,0.7217608,0.024,-0.003,-1.377
142.424,39.4786408,-0.346329,54.51,0.6920596,0.0034684,-0.0072672,0.7217955,0.024,-0.002,-1.379
142.464,39.478640899999995,-0.346329,54.567,0.6920674,0.0033796,-0.0072703,0.7217884,0.024,-0.003,-1.381
142.496,39.478640899999995,-0.346329,54.6,0.6920541,0.0033275,-0.007253,0.7218016,0.023,-0.003,-1.384
142.528,39.478640899999995,-0.346329,54.657,0.6920568,0.0032865,-0.0072617,0.7217991,0.023,-0.003,-1.386
142.56,39.478640899999995,-0.346329,54.713,0.6920748,0.0032552,-0.007261,0.721782,0.023,-0.004,-1.388
142.592,39.478640899999995,-0.346329,54.736,0.6920795,0.0032568,-0.0072484,0.7217776,0.022,-0.005,-1.39
142.624,39.478640899999995,-0.346329,54.794,0.6920941,0.0032752,-0.0072435,0.7217636,0.022,-0.005,-1.393
142.664,39.478640899999995,-0.346329,54.852,0.6921017,0.0033327,-0.007239,0.721756,0.021,-0.004,-1.395
142.696,39.478640899999995,-0.346329,54.887,0.6921075,0.003358,-0.0072125,0.7217507,0.021,-0.004,-1.398
